,urban,gender,age,hand,voted,married,familysize,points,result
1211,1,1,19,1,1,1,3,28,Not complotist
1212,3,1,18,1,2,1,2,29,Not complotist
1213,3,2,33,1,1,1,2,68,complotist
1214,3,1,56,2,2,1,4,28,Not complotist
1215,1,2,39,1,2,1,2,24,Not complotist
1216,3,2,25,1,1,1,2,45,complotist
1217,2,1,17,1,2,1,2,25,Not complotist
1218,3,1,57,1,2,1,3,36,Not complotist
1219,3,1,16,1,2,1,2,15,Not complotist
1220,1,1,18,1,2,1,2,55,complotist
1221,1,1,19,1,1,1,3,20,Not complotist
1222,2,2,51,1,1,3,3,27,Not complotist
1223,3,2,14,1,2,1,4,26,Not complotist
1224,2,2,16,1,2,1,3,50,complotist
1225,3,3,16,1,2,1,1,63,complotist
1226,2,1,26,1,2,1,1,32,Not complotist
1227,2,2,18,1,1,2,2,50,complotist
1228,2,2,13,1,2,1,2,40,complotist
1229,3,1,17,1,2,1,2,38,Not complotist
1230,2,1,20,2,2,1,3,15,Not complotist
1231,2,1,19,2,2,1,3,39,Not complotist
1232,2,1,20,1,1,1,3,21,Not complotist
1233,2,2,41,3,2,2,2,26,Not complotist
1234,3,2,15,1,2,1,3,51,complotist
1235,2,1,25,1,1,1,2,30,Not complotist
1236,2,1,44,1,1,1,2,69,complotist
1237,3,1,17,1,2,1,2,54,complotist
1238,2,3,34,1,1,1,2,25,Not complotist
1239,2,1,14,1,2,1,6,38,Not complotist
1240,2,2,15,1,2,1,3,55,complotist
1241,2,1,48,2,1,2,2,24,Not complotist
1242,2,2,15,2,2,1,2,36,Not complotist
1243,1,1,75,1,2,3,4,46,complotist
1244,0,1,68,0,1,3,2,33,Not complotist
1245,3,1,64,1,1,1,3,62,complotist
1246,3,1,28,3,2,1,1,75,complotist
1247,3,1,32,3,1,1,2,34,Not complotist
1248,3,2,15,1,2,1,2,38,Not complotist
1249,1,2,16,2,2,1,3,37,Not complotist
1250,2,2,24,1,2,1,1,30,Not complotist
1251,2,1,14,1,2,1,2,17,Not complotist
1252,2,2,27,1,1,2,2,56,complotist
1253,3,2,41,1,2,2,2,61,complotist
1254,3,2,26,1,1,1,2,34,Not complotist
1255,3,1,37,1,1,1,4,59,complotist
1256,3,1,16,1,2,1,2,23,Not complotist
1257,2,2,50,1,1,1,1,42,complotist
1258,1,2,16,1,2,1,3,34,Not complotist
1259,2,2,45,2,2,2,2,32,Not complotist
1260,2,1,15,1,2,1,2,41,complotist
1261,1,3,26,3,2,1,2,51,complotist
1262,1,2,47,1,2,3,3,44,complotist
1263,2,3,18,1,2,1,2,30,Not complotist
1264,3,2,23,1,2,1,3,57,complotist
1265,3,2,22,1,1,1,2,21,Not complotist
1266,2,2,55,1,2,2,1,25,Not complotist
1267,3,1,17,2,2,1,2,59,complotist
1268,3,1,17,3,2,1,2,52,complotist
1269,2,2,22,1,2,1,1,61,complotist
1270,3,2,15,2,2,1,3,52,complotist
1271,3,2,14,2,2,1,2,23,Not complotist
1272,3,1,24,1,1,1,4,35,Not complotist
1273,2,2,59,1,2,2,2,57,complotist
1274,2,2,20,1,2,1,3,27,Not complotist
1275,2,1,23,1,2,1,1,64,complotist
1276,2,1,16,2,2,1,1,28,Not complotist
1277,2,2,29,1,1,1,2,26,Not complotist
1278,2,2,38,1,1,3,4,27,Not complotist
1279,2,1,32,1,1,2,2,48,complotist
1280,2,1,28,1,2,1,1,69,complotist
1281,3,1,28,1,2,1,1,69,complotist
1282,0,2,13,1,2,1,3,71,complotist
1283,2,1,19,1,1,1,3,41,complotist
1284,2,3,17,1,2,1,3,55,complotist
1285,3,1,23,1,2,1,2,39,Not complotist
1286,0,2,14,1,2,1,3,28,Not complotist
1287,3,2,29,3,2,2,2,56,complotist
1288,3,1,26,2,1,1,2,33,Not complotist
1289,2,1,30,1,1,2,3,52,complotist
1290,1,1,31,1,2,1,3,25,Not complotist
1291,3,2,17,3,2,0,0,44,complotist
1292,3,1,17,1,2,1,4,60,complotist
1293,0,0,36,3,1,1,2,51,complotist
1294,2,3,16,1,2,1,1,42,complotist
1295,2,2,26,1,2,1,2,22,Not complotist
1296,2,2,38,1,2,2,2,25,Not complotist
1297,2,2,15,1,2,1,2,40,complotist
1298,2,2,20,1,1,1,2,48,complotist
1299,3,1,33,2,2,1,3,47,complotist
1300,3,2,43,1,2,1,2,53,complotist
1301,2,3,15,1,2,1,3,18,Not complotist
1302,1,3,14,1,2,1,2,54,complotist
1303,1,1,19,1,2,1,2,47,complotist
1304,3,1,33,1,2,1,3,65,complotist
1305,2,3,14,1,2,1,1,27,Not complotist
1306,3,1,28,1,1,2,4,46,complotist
1307,1,2,21,3,1,1,5,71,complotist
1308,2,2,28,1,2,2,2,69,complotist
1309,2,2,60,1,1,3,2,69,complotist
1310,2,1,16,1,2,1,2,15,Not complotist
1311,1,2,31,1,1,1,2,55,complotist
1312,2,1,15,2,2,1,2,34,Not complotist
1313,3,1,21,1,2,1,2,39,Not complotist
1314,2,1,41,1,2,3,5,58,complotist
1315,3,1,55,1,2,2,6,51,complotist
1316,1,2,59,1,1,2,7,47,complotist
1317,2,2,14,3,2,1,3,46,complotist
1318,1,2,60,2,0,3,7,60,complotist
1319,3,2,20,1,2,1,1,67,complotist
1320,3,2,22,1,2,1,3,48,complotist
1321,3,1,26,1,1,1,1,48,complotist
1322,2,1,17,2,2,1,2,49,complotist
1323,3,1,18,1,2,1,2,15,Not complotist
1324,3,2,21,1,2,1,3,63,complotist
1325,3,1,19,1,1,1,3,47,complotist
1326,3,1,14,1,2,1,1,28,Not complotist
1327,2,2,18,1,2,1,2,51,complotist
1328,2,1,30,0,2,2,3,53,complotist
1329,2,1,36,1,1,1,2,60,complotist
1330,2,1,29,2,2,1,5,30,Not complotist
1331,1,2,18,1,2,1,1,50,complotist
1332,1,2,38,1,1,2,3,51,complotist
1333,3,1,28,2,1,2,2,20,Not complotist
1334,1,1,18,1,2,1,2,48,complotist
1335,2,2,19,1,2,1,2,35,Not complotist
1336,2,2,47,1,2,2,3,45,complotist
1337,3,2,26,1,2,1,1,47,complotist
1338,1,3,27,3,2,1,3,69,complotist
1339,3,1,16,1,2,1,1,72,complotist
1340,3,2,21,2,1,1,1,54,complotist
1341,2,2,20,1,2,1,2,58,complotist
1342,1,2,25,1,1,1,3,35,Not complotist
1343,2,2,53,1,1,2,3,46,complotist
1344,1,1,17,1,2,1,3,61,complotist
1345,3,2,16,1,2,1,2,28,Not complotist
1346,1,2,16,1,2,1,2,28,Not complotist
1347,3,1,21,1,2,1,4,46,complotist
1348,2,2,22,1,2,1,2,25,Not complotist
1349,2,2,18,1,1,1,3,55,complotist
1350,3,2,16,1,2,1,3,62,complotist
1351,1,1,21,1,1,1,3,46,complotist
1352,3,2,18,3,2,1,2,49,complotist
1353,2,2,22,1,1,1,4,37,Not complotist
1354,2,2,18,2,2,1,3,46,complotist
1355,3,2,23,1,2,1,1,51,complotist
1356,1,3,18,2,2,1,5,56,complotist
1357,2,2,22,1,1,1,2,29,Not complotist
1358,3,1,13,1,2,1,2,42,complotist
1359,3,1,21,1,1,1,2,35,Not complotist
1360,2,1,18,1,1,1,0,52,complotist
1361,2,2,20,1,2,1,2,56,complotist
1362,2,2,35,1,1,3,2,40,complotist
1363,2,1,17,1,2,1,2,36,Not complotist
1364,3,2,19,1,2,1,2,39,Not complotist
1365,3,2,22,1,2,1,1,24,Not complotist
1366,3,1,22,1,1,1,3,22,Not complotist
1367,3,1,19,1,2,1,3,24,Not complotist
1368,3,2,22,1,2,1,2,66,complotist
1369,1,2,18,1,2,1,7,25,Not complotist
1370,2,3,13,2,2,0,1,49,complotist
1371,3,1,18,1,2,1,2,51,complotist
1372,2,0,21,1,2,1,3,41,complotist
1373,3,2,42,1,2,1,3,19,Not complotist
1374,2,2,16,1,2,1,2,46,complotist
1375,3,2,27,1,2,1,2,64,complotist
1376,2,2,62,1,1,3,3,17,Not complotist
1377,1,2,27,1,2,1,3,39,Not complotist
1378,1,1,18,1,1,1,3,24,Not complotist
1379,1,1,21,1,1,1,9,43,complotist
1380,1,1,14,0,2,1,3,38,Not complotist
1381,3,1,23,1,2,1,3,15,Not complotist
1382,2,1,17,1,2,1,2,57,complotist
1383,1,2,21,1,2,1,3,38,Not complotist
1384,3,2,29,1,2,1,2,65,complotist
1385,3,2,24,1,2,1,6,75,complotist
1386,1,1,22,1,2,1,2,29,Not complotist
1387,2,1,18,1,2,1,1,24,Not complotist
1388,1,2,15,1,2,1,2,30,Not complotist
1389,3,1,49,1,2,3,4,22,Not complotist
1390,2,1,14,1,2,1,3,16,Not complotist
1391,2,2,48,1,2,2,3,15,Not complotist
1392,1,2,18,1,2,1,1,68,complotist
1393,1,2,16,2,2,1,3,24,Not complotist
1394,1,1,20,1,2,1,1,24,Not complotist
1395,2,2,18,1,2,1,2,33,Not complotist
1396,2,2,41,3,2,1,2,38,Not complotist
1397,2,2,32,1,1,2,3,26,Not complotist
1398,3,1,18,1,1,1,3,70,complotist
1399,1,1,18,1,1,1,2,26,Not complotist
1400,1,1,72,1,1,2,13,70,complotist
1401,2,1,25,1,2,1,3,45,complotist
1402,2,3,35,1,1,2,2,27,Not complotist
1403,3,2,37,1,1,1,3,42,complotist
1404,2,1,48,1,2,1,2,15,Not complotist
1405,1,1,18,1,2,1,3,24,Not complotist
1406,2,1,64,1,1,1,3,40,complotist
1407,3,2,19,1,2,1,2,57,complotist
1408,2,2,16,1,2,1,2,75,complotist
1409,3,2,25,1,2,1,3,60,complotist
1410,2,2,19,1,1,1,2,42,complotist
1411,3,1,19,2,1,1,2,22,Not complotist
1412,2,2,15,1,2,1,0,50,complotist
1413,3,2,18,1,2,1,1,46,complotist
1414,3,1,35,1,1,1,1,36,Not complotist
1415,1,2,22,1,1,1,3,19,Not complotist
1416,1,2,40,1,2,1,3,15,Not complotist
1417,1,2,30,1,1,1,3,15,Not complotist
1418,3,1,22,2,2,1,3,26,Not complotist
1419,3,2,18,1,2,1,6,42,complotist
1420,1,1,13,1,2,1,4,25,Not complotist
1421,3,2,23,1,1,1,2,38,Not complotist
1422,3,1,14,2,2,1,2,21,Not complotist
1423,3,2,16,1,2,1,0,54,complotist
1424,1,1,41,1,2,3,2,25,Not complotist
1425,1,2,17,1,2,1,1,23,Not complotist
1426,3,2,20,1,2,1,0,31,Not complotist
1427,1,1,16,1,2,1,3,15,Not complotist
1428,3,2,30,1,2,2,1,58,complotist
1429,3,1,22,1,2,1,2,26,Not complotist
1430,1,1,19,1,1,1,3,21,Not complotist
1431,2,2,14,1,2,1,2,50,complotist
1432,2,2,16,1,2,1,2,59,complotist
1433,3,1,16,1,2,1,2,34,Not complotist
1434,2,2,26,1,1,1,1,42,complotist
1435,2,1,15,1,2,1,4,37,Not complotist
1436,3,2,27,1,1,1,3,33,Not complotist
1437,2,1,23,1,2,1,2,46,complotist
1438,2,1,23,1,1,1,3,20,Not complotist
1439,3,2,27,1,2,1,1,33,Not complotist
1440,2,2,40,1,1,1,4,22,Not complotist
1441,2,2,15,1,2,1,4,36,Not complotist
1442,2,2,14,1,2,1,1,56,complotist
1443,2,1,19,1,2,1,4,29,Not complotist
1444,3,1,15,1,2,1,1,43,complotist
1445,2,2,15,1,2,1,2,24,Not complotist
1446,1,2,21,1,2,1,2,42,complotist
1447,2,2,15,1,2,1,5,37,Not complotist
1448,1,2,69,1,1,1,3,30,Not complotist
1449,3,2,16,1,2,1,1,70,complotist
1450,3,2,23,1,1,1,3,64,complotist
1451,2,1,46,1,1,2,3,46,complotist
1452,2,1,17,1,2,1,4,66,complotist
1453,2,2,16,1,2,1,2,40,complotist
1454,3,2,15,1,2,1,1,65,complotist
1455,2,2,15,1,2,1,2,45,complotist
1456,2,2,23,1,1,1,5,27,Not complotist
1457,3,1,37,1,2,1,2,46,complotist
1458,1,2,23,1,1,1,2,60,complotist
1459,3,2,19,1,2,1,2,44,complotist
1460,2,2,64,1,1,2,4,34,Not complotist
1461,3,2,30,3,2,1,1,55,complotist
1462,3,1,52,1,1,3,1,25,Not complotist
1463,2,2,62,2,1,3,4,33,Not complotist
1464,3,2,42,2,2,3,2,34,Not complotist
1465,2,1,39,1,2,1,0,45,complotist
1466,2,2,44,1,1,3,2,57,complotist
1467,2,1,30,1,1,2,4,27,Not complotist
1468,1,1,18,1,2,1,2,16,Not complotist
1469,3,2,14,2,2,1,3,60,complotist
1470,3,1,36,1,2,1,3,37,Not complotist
1471,1,2,56,2,1,3,2,36,Not complotist
1472,1,2,26,1,1,1,3,55,complotist
1473,3,1,55,1,2,2,2,57,complotist
1474,3,2,21,1,2,1,1,44,complotist
1475,3,2,28,1,2,1,6,59,complotist
1476,1,1,18,1,1,1,2,35,Not complotist
1477,2,2,17,1,2,1,2,51,complotist
1478,1,2,59,1,1,2,2,35,Not complotist
1479,2,1,48,1,1,2,1,28,Not complotist
1480,2,2,34,1,1,1,1,69,complotist
1481,2,1,21,1,2,2,2,33,Not complotist
1482,3,1,20,1,1,1,1,37,Not complotist
1483,3,1,35,1,2,3,1,30,Not complotist
1484,3,2,19,1,2,1,3,21,Not complotist
1485,1,1,38,2,1,2,5,57,complotist
1486,3,1,63,1,1,3,3,68,complotist
1487,3,1,32,1,2,1,4,51,complotist
1488,3,2,15,1,2,1,3,31,Not complotist
1489,3,2,17,2,2,1,2,58,complotist
1490,3,1,20,1,2,1,4,74,complotist
1491,3,2,45,1,2,2,1,43,complotist
1492,3,2,15,1,2,1,2,67,complotist
1493,3,2,13,3,2,1,2,57,complotist
1494,2,2,20,2,2,1,2,22,Not complotist
1495,3,1,23,1,2,1,2,27,Not complotist
1496,3,2,21,1,1,1,5,63,complotist
1497,2,1,30,1,1,3,2,42,complotist
1498,2,2,19,1,1,1,2,51,complotist
1499,2,3,36,1,2,3,1,59,complotist
1500,2,1,27,1,1,1,2,15,Not complotist
1501,1,1,22,1,2,1,1,54,complotist
1502,2,3,22,1,1,1,2,48,complotist
1503,2,2,27,2,2,1,2,20,Not complotist
1504,2,2,23,1,1,1,4,63,complotist
1505,1,2,68,1,2,2,3,61,complotist
1506,3,2,24,1,1,2,2,49,complotist
1507,2,2,16,1,2,1,4,31,Not complotist
1508,3,2,17,1,2,1,4,58,complotist
1509,2,2,57,1,2,2,4,75,complotist
1510,2,2,28,1,2,1,2,32,Not complotist
1511,2,2,23,2,1,1,3,51,complotist
1512,1,2,22,1,2,1,2,43,complotist
1513,2,2,18,1,2,1,2,45,complotist
1514,2,2,16,1,2,1,1,46,complotist
1515,2,2,29,1,2,1,2,63,complotist
1516,2,2,44,2,2,1,3,39,Not complotist
1517,2,2,35,1,2,1,2,42,complotist
1518,1,1,23,2,2,1,3,28,Not complotist
1519,2,1,28,1,2,1,3,73,complotist
1520,2,1,25,1,2,1,2,28,Not complotist
1521,1,1,21,1,1,2,4,63,complotist
1522,3,1,39,1,2,1,2,49,complotist
1523,1,2,45,3,2,1,0,30,Not complotist
1524,3,1,37,1,2,2,5,31,Not complotist
1525,3,2,21,1,1,1,1,50,complotist
1526,2,2,22,1,2,1,2,69,complotist
1527,2,2,25,1,2,2,3,52,complotist
1528,2,1,21,0,1,1,2,65,complotist
1529,1,1,25,3,2,1,3,65,complotist
1530,3,2,44,1,1,2,1,48,complotist
1531,3,3,30,1,2,1,2,21,Not complotist
1532,1,2,23,1,1,1,3,29,Not complotist
1533,3,1,18,1,1,1,3,44,complotist
1534,3,1,67,1,1,3,6,32,Not complotist
1535,2,1,23,1,2,1,5,29,Not complotist
1536,3,2,17,1,2,1,2,43,complotist
1537,2,1,17,1,2,1,3,28,Not complotist
1538,3,1,18,1,1,1,3,44,complotist
1539,1,2,49,2,2,1,2,48,complotist
1540,3,1,47,1,1,1,3,43,complotist
1541,2,1,17,1,2,1,2,43,complotist
1542,2,2,35,1,2,3,1,48,complotist
1543,2,1,44,2,1,2,3,61,complotist
1544,2,1,29,1,2,1,2,32,Not complotist
1545,2,2,16,1,2,1,2,40,complotist
1546,1,1,45,1,1,3,2,40,complotist
1547,2,3,18,1,2,1,3,48,complotist
1548,2,2,17,1,2,1,2,32,Not complotist
1549,3,2,20,2,2,1,3,74,complotist
1550,3,2,16,3,2,1,2,51,complotist
1551,3,1,50,1,1,2,4,35,Not complotist
1552,1,1,35,1,2,1,3,57,complotist
1553,3,2,38,1,2,2,1,62,complotist
1554,3,1,18,1,2,1,2,52,complotist
1555,2,1,18,1,2,1,2,36,Not complotist
1556,1,1,18,1,1,1,2,31,Not complotist
1557,3,1,18,1,2,1,3,18,Not complotist
1558,3,2,18,2,2,1,2,62,complotist
1559,2,3,13,2,2,1,2,50,complotist
1560,3,2,25,1,1,1,2,25,Not complotist
1561,3,1,36,1,2,2,2,60,complotist
1562,3,1,38,1,2,1,1,57,complotist
1563,2,3,15,1,2,1,1,47,complotist
1564,3,1,26,1,2,1,1,68,complotist
1565,2,1,17,1,2,1,4,31,Not complotist
1566,1,1,35,1,1,1,4,20,Not complotist
1567,2,1,60,1,2,2,2,22,Not complotist
1568,2,1,57,1,1,0,3,44,complotist
1569,2,1,47,1,1,2,8,24,Not complotist
1570,2,2,19,1,1,1,2,55,complotist
1571,1,2,35,1,2,2,2,33,Not complotist
1572,2,2,15,1,2,1,3,61,complotist
1573,2,2,46,1,1,2,2,36,Not complotist
1574,2,2,14,1,2,1,3,32,Not complotist
1575,1,2,18,1,2,1,2,53,complotist
1576,2,2,21,1,1,1,3,43,complotist
1577,3,2,32,1,1,1,1,26,Not complotist
1578,2,2,16,1,2,1,2,36,Not complotist
1579,2,2,23,3,2,1,3,75,complotist
1580,2,2,27,1,1,1,3,51,complotist
1581,2,2,17,2,2,1,2,59,complotist
1582,2,1,32,1,2,1,1,53,complotist
1583,2,1,30,1,1,1,3,27,Not complotist
1584,3,2,23,1,1,1,4,45,complotist
1585,1,1,37,2,2,1,4,48,complotist
1586,2,2,28,1,2,2,2,70,complotist
1587,1,1,35,1,2,1,5,63,complotist
1588,3,1,17,1,2,1,2,43,complotist
1589,3,2,18,1,1,1,2,46,complotist
1590,2,1,15,1,2,1,2,44,complotist
1591,0,2,21,1,0,0,0,54,complotist
1592,2,2,18,1,1,1,2,66,complotist
1593,1,1,21,1,2,1,2,37,Not complotist
1594,1,2,45,1,1,0,2,48,complotist
1595,2,2,19,3,2,1,1,51,complotist
1596,2,2,14,1,2,1,2,16,Not complotist
1597,3,1,21,1,1,1,2,31,Not complotist
1598,2,2,43,1,2,3,2,49,complotist
1599,2,1,33,1,2,2,3,30,Not complotist
1600,2,2,52,1,1,1,2,68,complotist
1601,3,1,19,1,2,1,2,51,complotist
1602,1,1,34,1,2,2,3,31,Not complotist
1603,2,1,18,1,2,1,2,27,Not complotist
1604,3,1,53,3,2,1,3,60,complotist
1605,2,2,46,1,1,2,2,21,Not complotist
1606,3,3,50,2,2,3,1,75,complotist
1607,3,2,19,1,1,1,3,59,complotist
1608,2,2,37,1,1,1,6,26,Not complotist
1609,2,2,16,1,2,1,1,61,complotist
1610,3,2,16,1,2,1,2,62,complotist
1611,3,2,20,1,1,1,2,30,Not complotist
1612,3,1,18,1,1,1,2,40,complotist
1613,2,2,14,1,2,1,2,20,Not complotist
1614,3,1,15,3,2,1,2,45,complotist
1615,1,1,18,1,2,1,2,45,complotist
1616,3,2,15,1,2,1,2,54,complotist
1617,3,2,20,1,1,1,3,56,complotist
1618,2,2,19,1,2,1,4,50,complotist
1619,2,2,17,2,2,1,2,60,complotist
1620,1,1,14,1,2,1,2,27,Not complotist
1621,2,2,21,1,2,1,2,47,complotist
1622,2,1,55,2,1,1,4,64,complotist
1623,2,1,22,1,2,1,2,39,Not complotist
1624,3,1,38,1,2,2,2,72,complotist
1625,3,2,16,2,2,1,1,68,complotist
1626,3,2,34,1,2,1,2,42,complotist
1627,3,1,15,1,0,1,4,56,complotist
1628,2,1,65,1,2,1,3,20,Not complotist
1629,2,2,18,1,2,1,2,46,complotist
1630,3,1,21,2,2,1,3,26,Not complotist
1631,2,2,50,0,2,1,1,45,complotist
1632,2,1,20,1,2,1,3,47,complotist
1633,2,1,19,1,2,1,2,30,Not complotist
1634,2,2,43,1,1,1,1,31,Not complotist
1635,3,1,30,2,1,1,2,25,Not complotist
1636,2,1,25,1,2,1,2,22,Not complotist
1637,2,1,23,1,2,1,1,40,complotist
1638,1,3,17,1,2,1,4,48,complotist
1639,3,2,39,1,1,1,2,55,complotist
1640,3,2,19,2,2,1,2,48,complotist
1641,1,1,18,1,2,1,3,72,complotist
1642,2,1,20,1,2,1,3,38,Not complotist
1643,2,2,15,1,2,1,4,55,complotist
1644,2,1,29,1,1,1,3,29,Not complotist
1645,2,1,33,2,1,1,3,41,complotist
1646,2,2,51,1,2,2,6,44,complotist
1647,1,1,37,1,2,1,3,57,complotist
1648,3,2,15,2,2,1,1,42,complotist
1649,2,1,18,1,2,1,2,26,Not complotist
1650,3,1,36,1,2,3,1,19,Not complotist
1651,3,2,17,1,2,1,2,47,complotist
1652,3,2,20,1,2,1,3,73,complotist
1653,2,1,34,1,2,1,3,53,complotist
1654,3,1,36,1,1,1,4,16,Not complotist
1655,2,2,55,1,2,3,3,44,complotist
1656,2,1,25,1,2,1,2,15,Not complotist
1657,2,2,15,2,2,1,1,60,complotist
1658,2,2,36,1,2,1,1,16,Not complotist
1659,2,2,15,1,2,1,2,50,complotist
1660,2,2,55,2,1,1,3,33,Not complotist
1661,1,2,21,1,2,1,5,42,complotist
1662,3,2,18,1,2,1,2,55,complotist
1663,3,1,38,1,1,1,2,61,complotist
1664,3,1,31,1,2,2,1,19,Not complotist
1665,3,3,18,3,1,1,2,68,complotist
1666,3,2,16,1,2,1,3,51,complotist
1667,2,1,18,2,1,1,2,60,complotist
1668,3,3,19,1,1,1,2,54,complotist
1669,1,1,58,1,2,2,2,40,complotist
1670,1,1,20,1,2,1,3,60,complotist
1671,3,1,35,1,2,2,5,28,Not complotist
1672,2,1,16,1,2,1,2,71,complotist
1673,1,3,15,1,2,1,3,45,complotist
1674,1,2,43,2,2,2,4,43,complotist
1675,2,2,22,1,1,1,2,33,Not complotist
1676,3,2,50,1,1,1,1,50,complotist
1677,2,2,63,1,1,2,2,51,complotist
1678,1,1,32,1,1,1,4,26,Not complotist
1679,1,2,14,1,2,1,3,58,complotist
1680,1,1,21,1,1,1,1,46,complotist
1681,3,2,31,1,1,1,2,39,Not complotist
1682,3,1,20,1,2,1,2,65,complotist
1683,3,3,24,1,2,1,4,75,complotist
1684,2,1,42,1,2,1,1,60,complotist
1685,3,2,22,1,2,1,3,71,complotist
1686,1,2,25,1,1,2,3,53,complotist
1687,3,2,18,1,2,1,2,57,complotist
1688,2,2,18,1,2,1,2,26,Not complotist
1689,2,2,50,1,1,2,6,62,complotist
1690,3,2,18,1,2,1,3,43,complotist
1691,2,3,26,1,2,1,4,49,complotist
1692,1,1,33,1,1,2,3,40,complotist
1693,3,2,33,1,2,2,2,48,complotist
1694,3,2,27,1,1,1,5,46,complotist
1695,2,2,27,1,2,1,2,31,Not complotist
1696,2,1,22,1,1,1,2,38,Not complotist
1697,1,1,74,1,1,2,2,52,complotist
1698,3,1,29,2,2,1,1,25,Not complotist
1699,3,2,36,1,1,1,5,28,Not complotist
1700,3,3,17,1,2,1,2,15,Not complotist
1701,1,2,19,1,2,1,3,39,Not complotist
1702,1,2,19,2,1,1,2,63,complotist
1703,1,2,19,2,1,1,2,66,complotist
1704,2,1,16,1,2,1,2,32,Not complotist
1705,3,2,18,1,2,1,1,30,Not complotist
1706,1,1,24,1,2,1,4,57,complotist
1707,2,2,30,3,1,2,1,50,complotist
1708,3,2,15,3,2,1,2,41,complotist
1709,1,1,15,1,2,1,2,66,complotist
1710,3,1,22,1,1,1,2,40,complotist
1711,0,2,35,0,0,0,0,69,complotist
1712,2,2,18,1,2,1,3,20,Not complotist
1713,3,2,17,1,2,1,1,53,complotist
1714,1,2,19,2,1,1,3,40,complotist
1715,2,2,16,1,2,1,2,64,complotist
1716,2,1,23,1,1,1,5,24,Not complotist
1717,3,1,22,1,1,1,2,26,Not complotist
1718,3,2,14,1,2,1,2,53,complotist
1719,2,2,31,2,2,2,2,34,Not complotist
1720,2,1,19,1,2,1,6,47,complotist
1721,1,1,29,1,2,1,3,52,complotist
1722,3,1,22,1,2,1,3,37,Not complotist
1723,2,1,18,1,1,1,3,52,complotist
1724,3,1,55,1,1,2,2,33,Not complotist
1725,2,1,17,1,1,1,4,40,complotist
1726,3,2,17,1,2,1,4,31,Not complotist
1727,2,1,17,1,2,1,3,28,Not complotist
1728,3,3,18,3,1,1,1,55,complotist
1729,3,2,23,1,2,1,5,59,complotist
1730,3,2,26,1,2,1,3,56,complotist
1731,1,1,17,1,2,1,4,24,Not complotist
1732,2,2,17,1,2,1,3,34,Not complotist
1733,0,1,26,1,2,1,2,44,complotist
1734,3,1,13,2,2,1,3,24,Not complotist
1735,2,1,53,1,1,2,3,73,complotist
1736,2,2,57,2,2,1,2,25,Not complotist
1737,2,2,15,1,2,1,2,18,Not complotist
1738,2,2,20,1,2,1,3,39,Not complotist
1739,3,2,20,1,1,1,1,29,Not complotist
1740,2,1,16,1,2,1,2,21,Not complotist
1741,2,2,32,3,1,1,1,56,complotist
1742,1,1,25,1,1,1,2,55,complotist
1743,3,1,32,1,1,1,1,25,Not complotist
1744,2,1,13,2,2,1,2,25,Not complotist
1745,2,2,23,1,2,1,3,67,complotist
1746,2,2,31,1,1,1,3,40,complotist
1747,3,1,42,2,1,1,3,34,Not complotist
1748,3,2,15,2,2,1,4,51,complotist
1749,2,2,14,1,2,1,2,48,complotist
1750,3,2,54,1,1,3,8,69,complotist
1751,3,2,25,1,2,1,0,47,complotist
1752,2,1,46,1,2,1,2,48,complotist
1753,2,2,17,1,2,1,3,45,complotist
1754,3,1,24,1,2,1,3,26,Not complotist
1755,3,1,20,1,2,1,2,36,Not complotist
1756,3,2,14,1,2,1,4,59,complotist
1757,3,2,40,1,2,1,5,56,complotist
1758,3,1,21,1,1,1,5,31,Not complotist
1759,1,1,18,1,2,2,4,15,Not complotist
1760,3,1,36,1,1,2,4,53,complotist
1761,2,1,15,1,2,1,1,45,complotist
1762,3,2,37,3,2,1,4,53,complotist
1763,3,1,19,1,2,1,1,34,Not complotist
1764,2,1,16,1,2,1,3,42,complotist
1765,1,3,17,1,2,1,3,64,complotist
1766,1,1,50,1,1,1,2,46,complotist
1767,1,1,37,1,1,2,2,50,complotist
1768,2,2,18,1,2,1,1,52,complotist
1769,2,1,19,1,2,1,3,53,complotist
1770,2,2,18,2,2,1,2,43,complotist
1771,2,1,16,1,2,1,2,43,complotist
1772,3,2,22,2,1,1,3,34,Not complotist
1773,2,2,50,1,2,3,3,21,Not complotist
1774,3,2,15,1,2,1,3,55,complotist
1775,3,2,18,1,2,1,2,49,complotist
1776,3,1,54,1,1,2,7,71,complotist
1777,1,2,20,1,1,1,4,46,complotist
1778,3,1,18,2,2,1,2,57,complotist
1779,2,2,13,1,2,1,2,17,Not complotist
1780,1,1,20,1,2,1,2,35,Not complotist
1781,2,2,19,1,1,1,3,32,Not complotist
1782,1,2,18,1,2,1,3,22,Not complotist
1783,2,2,30,1,1,1,3,36,Not complotist
1784,3,2,41,1,2,2,3,62,complotist
1785,2,2,19,1,2,1,1,27,Not complotist
1786,2,2,18,1,2,1,2,49,complotist
1787,2,1,51,1,0,3,1,28,Not complotist
1788,3,1,19,1,1,1,3,56,complotist
1789,1,3,16,1,2,1,6,51,complotist
1790,3,2,17,2,2,1,1,37,Not complotist
1791,2,1,14,1,2,1,3,47,complotist
1792,3,1,27,1,2,1,1,46,complotist
1793,2,2,47,1,2,2,2,27,Not complotist
1794,2,2,26,1,1,1,2,45,complotist
1795,3,1,27,1,2,1,2,54,complotist
1796,3,2,34,2,1,2,3,43,complotist
