,urban,gender,age,hand,voted,married,familysize,points,result
2382,2,1,17,2,2,1,2,28,Not complotist
2383,3,2,17,1,2,1,1,34,Not complotist
2384,3,1,20,1,1,1,4,34,Not complotist
2385,1,1,20,1,2,1,4,58,complotist
2386,2,2,21,1,1,1,1,41,complotist
2387,2,3,15,1,2,1,2,21,Not complotist
2388,3,1,30,1,2,1,1,75,complotist
2389,1,1,24,2,2,1,7,33,Not complotist
2390,2,2,14,1,2,1,2,50,complotist
2391,3,1,22,1,1,1,3,59,complotist
2392,2,2,25,2,1,1,2,40,complotist
2393,3,2,24,1,2,1,5,54,complotist
2394,2,2,16,1,2,1,2,56,complotist
2395,3,2,16,1,2,1,1,62,complotist
2396,1,2,42,1,1,1,1,48,complotist
2397,3,1,17,1,2,1,1,15,Not complotist
2398,2,1,21,1,2,1,2,61,complotist
2399,3,2,19,1,1,1,1,60,complotist
2400,2,1,16,3,2,1,1,28,Not complotist
2401,2,1,20,2,1,1,2,33,Not complotist
2402,2,2,16,1,2,1,5,67,complotist
2403,2,1,15,1,2,1,3,43,complotist
2404,1,1,32,1,1,1,2,29,Not complotist
2405,2,1,38,1,2,1,2,42,complotist
2406,3,2,16,1,2,1,3,44,complotist
2407,2,1,14,1,2,1,2,28,Not complotist
2408,1,1,25,1,1,1,2,44,complotist
2409,3,1,34,2,2,2,2,45,complotist
2410,2,2,53,1,1,2,3,68,complotist
2411,3,2,50,1,1,3,1,61,complotist
2412,3,1,20,1,1,1,5,20,Not complotist
2413,2,1,34,1,2,2,3,25,Not complotist
2414,1,1,36,1,1,2,2,25,Not complotist
2415,2,1,46,1,1,2,2,30,Not complotist
2416,1,1,36,1,1,0,2,32,Not complotist
2417,3,1,19,1,1,1,2,40,complotist
2418,2,2,41,1,2,3,2,37,Not complotist
2419,0,1,42,1,2,1,0,27,Not complotist
2420,2,2,16,1,2,1,1,47,complotist
2421,2,2,16,1,2,1,2,47,complotist
2422,1,2,27,1,1,2,2,63,complotist
2423,2,1,57,1,2,2,3,23,Not complotist
2424,2,1,72,1,2,2,3,19,Not complotist
2425,1,1,27,1,1,1,2,38,Not complotist
2426,3,2,34,1,1,1,2,21,Not complotist
2427,2,2,16,1,2,1,1,44,complotist
2428,2,1,15,1,2,1,4,36,Not complotist
2429,2,2,46,1,2,3,2,55,complotist
2430,3,2,56,1,2,2,3,32,Not complotist
2431,2,1,54,1,2,2,2,16,Not complotist
2432,3,2,17,1,2,2,2,36,Not complotist
2433,3,1,56,1,1,1,2,21,Not complotist
2434,2,1,22,2,1,1,7,30,Not complotist
2435,2,1,24,2,2,1,3,26,Not complotist
2436,3,1,24,1,1,1,1,41,complotist
2437,3,1,42,1,2,1,2,35,Not complotist
2438,1,2,20,2,1,1,2,38,Not complotist
2439,1,1,19,1,1,1,1,45,complotist
2440,3,1,23,1,1,1,3,30,Not complotist
2441,1,2,16,1,2,1,2,52,complotist
2442,3,1,26,1,2,1,3,21,Not complotist
2443,3,2,16,1,2,1,2,21,Not complotist
2444,3,1,19,1,2,1,4,31,Not complotist
2445,3,2,38,1,1,2,4,17,Not complotist
2446,3,1,44,1,2,2,1,17,Not complotist
2447,2,2,53,1,2,1,3,22,Not complotist
2448,3,1,24,1,1,1,1,62,complotist
2449,1,1,16,1,2,1,3,71,complotist
2450,3,1,23,1,2,1,5,44,complotist
2451,2,1,18,1,1,1,2,38,Not complotist
2452,3,1,27,1,2,1,0,22,Not complotist
2453,3,1,27,1,1,1,2,20,Not complotist
2454,3,1,31,1,2,1,2,53,complotist
2455,3,1,21,0,1,1,3,45,complotist
2456,1,2,47,1,1,2,0,17,Not complotist
2457,2,2,37,1,2,1,3,61,complotist
2458,3,1,26,1,1,1,1,26,Not complotist
2459,1,1,44,2,2,1,2,56,complotist
2460,2,1,23,1,2,1,1,30,Not complotist
2461,1,3,19,1,1,1,2,45,complotist
2462,3,2,14,1,2,1,4,39,Not complotist
2463,3,1,25,2,1,1,3,49,complotist
2464,1,1,32,1,2,1,5,33,Not complotist
2465,1,1,18,1,2,1,3,52,complotist
2466,2,1,32,1,2,1,1,15,Not complotist
2467,1,2,47,1,2,2,1,43,complotist
2468,3,2,22,3,2,1,6,63,complotist
2469,2,2,29,1,2,1,2,30,Not complotist
2470,3,2,54,1,1,1,2,41,complotist
2471,3,2,35,1,2,1,7,24,Not complotist
2472,2,2,25,1,2,1,2,54,complotist
2473,1,2,30,1,2,1,2,52,complotist
2474,2,1,17,1,2,3,2,57,complotist
2475,2,1,53,1,1,3,1,29,Not complotist
2476,3,1,16,1,2,1,1,44,complotist
2477,2,2,20,1,1,1,2,57,complotist
2478,2,2,29,2,1,3,4,38,Not complotist
2479,2,1,24,2,2,1,4,70,complotist
2480,2,1,28,1,1,1,4,31,Not complotist
2481,1,2,15,2,2,1,2,75,complotist
2482,2,1,14,1,2,1,2,26,Not complotist
2483,3,2,20,1,1,1,2,28,Not complotist
2484,1,1,30,1,2,2,3,48,complotist
2485,2,1,21,1,2,1,4,65,complotist
2486,1,2,21,1,2,1,2,39,Not complotist
2487,2,1,30,1,1,3,4,75,complotist
2488,2,2,42,1,2,2,2,51,complotist
2489,1,1,27,1,2,2,4,15,Not complotist
2490,3,1,32,1,2,1,3,46,complotist
2491,2,2,25,2,1,1,2,20,Not complotist
2492,3,2,34,1,0,2,2,57,complotist
2493,2,1,19,1,1,1,2,25,Not complotist
2494,3,2,16,1,2,1,1,51,complotist
